H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,605034,SS,48620,90290,   154.0,Reynoldston Pub Pil Int 02
W,605035,SJ,05501,21174,   541.0,Rhial Gwm
W,605036,NO,25632,03930,   233.0,Rhind Hill
W,605037,NO,71688,93185,   256.0,Rhindbuckie
W,605038,SH,65670,29006,   721.0,Rhinog Fawr
W,605039,SH,22846,29389,   305.0,Rhiw S1824 Pri Pil Pass 02
W,605040,SO,30459,27862,   552.0,Rhiw Arw s6109 T Courtney
W,605041,SO,02353,63584,   435.0,Rhiw Gwraidd
W,605042,SH,81371,49688,   399.0,Rhiw Lwyd
W,605043,SN,75286,26538,   355.0,Rhiwan
W,605044,SN,60883,87496,   161.0,Rhiwlas
W,605045,SH,78679,25663,   735.0,Rhobell Fawr
W,605046,TR,14554,42602,   174.0,Rhodes Farm
W,605047,NT,94499,40087,   146.0,Rhodes Hill
W,605048,ST,00512,93322,   327.0,Rhondda Golf Course
W,605049,ST,06077,67057,  8888.0,Rhoose Nm
W,605050,SO,21148,33404,   713.0,Rhos Dirion
W,605051,SO,01390,52832,   228.0,Rhos Ferig Fawr
W,605052,SN,45117,51763,   313.0,Rhos-Carn-Wilgarn
W,605053,SH,26344,75314,    63.0,Rhoscolyn pil pub s7233 K Stevens 06 04
W,605054,SS,41996,88860,   193.0,Rhossili Down
W,605055,ST,14583,82433,   181.0,Rhubina
W,605056,SH,48674,81250,   115.0,Rhuddlan Fawr
W,605057,NM,62876,83971,   103.0,Rhuemach Hill
W,605058,NR,69008,49347,     3.0,Rhunahaorine
W,605059,NR,42625,78860,    33.0,Rhuvaal
W,605060,SN,42968,25620,   187.0,Rhyd-Ar
W,605061,SH,33459,35345,    53.0,Rhyllech
W,605062,SE,71321,90113,   196.0,Riccal
W,605063,NT,18445,69072,   117.0,Riccarton
W,605064,TR,32074,59925,    18.0,Richborough Hill
W,605065,NY,00858,27446,    74.0,Richmond Hill
W,605066,TQ,18651,73160,    56.0,Richmond Park S3264 Pri Pil Pass 02
W,605067,TL,46587,07162,   110.0,Riddings
W,605068,TQ,33718,59768,   160.0,Riddles Down
W,605069,SY,71596,94378,   128.0,Ridge Way
W,605070,SP,04654,60958,   138.0,Ridgeway
W,605071,ST,15286,13171,   229.0,Ridgewood Hill
W,605072,NT,84049,04262,   412.0,Ridlees Cairn
W,605073,SE,61493,79159,   143.0,Rievaulx Hole
W,605074,SD,81598,37740,   281.0,Rigg Of England pil s4627 I Smith 11 04
W,605075,SE,38166,44181,   107.0,Rigton Bank
W,605076,TL,53242,33297,   105.0,Ringers Farm
W,605077,SK,29957,83652,   321.0,Ringinglow pri pil s2153 K Stevens
W,605078,SX,57526,66743,   351.0,Ringmoor Down
W,605079,SE,42558,09943,   119.0,Ringstone Hill
W,605080,NY,79839,54207,   438.0,Ripley Carrs
W,605081,SX,74658,75572,   476.0,Rippon Tor
W,605082,ST,25754,90645,   198.0,Risca
W,605083,SE,75402,83397,    71.0,Riseborough
W,605084,SE,00307,17078,   435.0,Rishworth Moor
W,605085,SK,46349,35957,    79.0,Risley
W,605086,NY,22030,80313,   276.0,Risp Hill
W,605087,SX,77607,51706,   216.0,Ritson Brake
W,605088,SU,60358,24186,   166.0,Riversdown
W,605089,SD,65982,14933,   457.0,Rivington S2999 Pri Pil T Courtney
W,605090,SE,07433,44466,   359.0,Rivock Edge
W,605091,SJ,67399,91169,  8888.0,Rixton Moss stu pub Nm K Stevens
W,605092,NJ,97030,65398,    44.0,Roadside
W,605093,NY,44963,92073,   560.0,Roan Fell
W,605094,NS,88653,32254,   406.0,Robert Law
W,605095,SN,08059,15755,   100.0,Robeston Wathen
W,605096,SD,88458,29471,   329.0,Robin Cross Hill
W,605097,SK,36418,25009,   125.0,Robin Hill
W,605098,SE,32046,23630,    87.0,Robin Hood Hill
W,605099,SO,84071,15047,   198.0,Robinswood Hill pil pub s5026 K Stevens
W,605100,SX,50606,64127,   199.0,Roborough Down
W,605101,ST,32928,22910,    86.0,Rock
W,605102,SO,52729,75863,   135.0,Rock Green
W,605103,SY,06074,94608,   165.0,Rockbeare Hill
W,605104,SY,06004,94390,   157.0,Rockbeare Hill New
W,605105,SK,26268,88413,   384.0,Rod Moor
W,605106,SU,93431,41439,    91.0,Rodborough Hill
W,605107,NS,94540,05798,   689.0,Rodger Law
W,605108,SZ,19261,94489,    19.0,Roeshot Hill
W,605109,SU,79776,26011,   162.0,Rogate
W,605110,SM,87859,16326,   123.0,Rogeston Cross
W,605111,TL,29775,64308,    50.0,Rogues Lane
W,605112,NG,41839,35059,   440.0,Roineval
W,605113,NB,23296,21227,   282.0,Roineval (Lewis)
W,605114,NM,75604,77837,   883.0,Rois-Bheinn
W,605115,SP,27878,29860,   247.0,Rollright
W,605116,NY,95686,21711,   410.0,Romaldkirk Moor
W,605117,SE,11468,45223,   403.0,Rombalds Moor S2959 Pub Pil Pass 02
W,605118,TQ,52521,91890,    72.0,Romford Common
W,605119,HU,30529,83486,   450.0,Ronas Hill
W,605120,NF,88996,56342,   116.0,Ronay
W,605121,NG,04249,86088,   460.0,Roneval Harris
W,605122,NF,81688,14046,   202.0,Roneval South Uist
W,605123,TQ,46750,00834,    51.0,Rookery Hill
W,605124,TL,91479,36230,    71.0,Ropers
W,605125,SE,58826,90605,   329.0,Roppa
W,605126,NK,05056,51271,    55.0,Rora Moss
W,605127,NY,60078,30153,   152.0,Rose Bank
W,605128,TQ,25793,59548,   162.0,Rose Hill
W,605129,NZ,57903,12600,   321.0,Roseberry Topping
W,605130,NJ,14476,67337,    87.0,Roseisle
W,605131,SX,07158,59033,   212.0,Roselath
W,605132,NO,20818,43716,    71.0,Rosemount
W,605133,SW,79050,27993,    69.0,Rosemullion
W,605134,SW,77966,23106,   114.0,Roskruge Beacon
W,605135,NY,31533,45976,   141.0,Rosley Resr
W,605136,NU,08112,25327,   316.0,Ross Castle
W,605137,NS,09936,64420,   129.0,Rothesay Golf Course
W,605138,HY,61776,21645,    42.0,Rothisholm
W,605139,NX,95217,13371,   141.0,Rottington S1509 Pri Pil Pass 02
W,605140,NY,99162,50258,   384.0,Roughside Moor
W,605141,SK,27439,03527,   114.0,Round Berry
W,605142,NX,53236,72334,   404.0,Round Fell
W,605143,SO,84383,30751,    49.0,Round Hill
W,605144,SP,10990,62479,   141.0,Round Hill
W,605145,NY,71697,76646,   325.0,Round Top
W,605146,SE,18270,18840,   189.0,Roundabout
W,605147,SP,87564,55559,   109.0,Roundhay Farm
W,605148,NY,53895,31170,   233.0,Roundthorn
W,605149,TQ,54228,59952,   204.0,Rowdow Hill S2034 Pub Pil Pass 02
W,605150,TL,42683,49711,    50.0,Rowleys Hill
W,605151,NZ,20425,24960,   223.0,Royal Oak S2997 Pub Pil Pass 02
W,605152,SU,21782,25205,   157.0,Royal Oak
W,605153,TQ,67030,51904,   111.0,Roydon Hall
W,605154,SE,35264,27009,  8888.0,Royds Green Nm
W,605155,HU,39594,28518,   294.0,Royl Field
W,605156,NJ,14222,40640,   516.0,Roys Hill
W,605157,NG,81568,89496,    59.0,Ru Na Gavern pub pil jd
W,605158,SJ,23642,45710,   503.0,Ruabon Mountain South pil pub s3111 K Stevens 08 04
W,605159,NH,01852,75662,   919.0,Ruadh Stac Mor
W,605160,SO,63508,16890,   290.0,Ruardean Hill Resr
W,605161,NT,58031,15573,   425.0,Rubers Law
W,605162,NC,89606,65596,    97.0,Rudha An Tuir
W,605163,NF,70955,29943,     7.0,Rudha Ardvule
W,605164,NC,06202,19131,    97.0,Rudha Na Breige
W,605165,NG,72264,61144,    37.0,Rudha Na Fearn
W,605166,NG,10073,86622,    38.0,Rudha Quidnish
W,605167,SE,64991,95481,   376.0,Rudland
W,605168,TA,09452,65587,    92.0,Rudston Beacon
W,605169,NF,82525,53367,   125.0,Rueval
W,605170,HU,44254,92802,   115.0,Rulkies Hill
W,605171,NT,67233,45689,   239.0,Rumbleton Law
W,605172,TQ,16670,60362,    91.0,Rushett Common
W,605173,SU,35330,12319,    19.0,Rushington
W,605174,SD,71579,20946,   324.0,Rushtons Height
W,605175,SD,73569,23640,   377.0,Rushy Hill pil s4498 I Smith 11 04
W,605176,SX,65977,69063,   516.0,Ryders Hill
W,605177,ST,09254,42539,    87.0,Rydon Hill
W,605178,SX,84580,69118,   130.0,Rydonball Resr
W,605179,SE,94768,80818,    32.0,Rye
W,605180,SK,46230,34528,    58.0,Rye Hill
W,605181,SD,86421,63313,   547.0,Rye Loaf
W,605182,NY,35023,78676,   155.0,Ryehills
W,605183,SS,45749,92130,   115.0,Ryers Down
W,605184,SE,02076,06964,   455.0,Saddleworth
W,605185,NM,97192,15236,   303.0,Saighdeir
W,605186,SE,17237,83055,   259.0,Sail Hill
W,605187,SO,54979,03070,   250.0,Sailors Folly
W,605188,SP,78775,51934,   130.0,Salcey Forest
W,605189,TQ,48431,39143,   139.0,Salehurst
W,605190,TM,35860,66257,    46.0,Salle
W,605191,SU,67524,19758,   234.0,Salt Hill Resr
W,605192,NY,08208,45431,    21.0,Salta
W,605193,NY,05343,65161,    10.0,Saltcot Hills
W,605194,SU,67666,01789,     2.0,Salterns
W,605195,SY,46177,96351,    77.0,Salway Ash
W,605196,NZ,07726,40416,   353.0,Sand Edge Common
W,605197,HU,32117,48346,   134.0,Sand Field
W,605198,NR,73016,04352,   123.0,Sanda Island
W,605199,NF,82682,43186,    16.0,Sandavig
W,605200,NJ,89566,52228,   133.0,Sandbriggs
W,605201,ST,42544,59029,   130.0,Sandford
W,605202,SO,83851,24682,    87.0,Sandhurst Hill
W,605203,SK,45875,37322,   133.0,Sandiacre
W,605204,SE,78017,78877,    36.0,Sandlands
W,605205,HU,19171,55722,   249.0,Sandness
W,605206,SJ,94290,27896,   135.0,Sandonbank
W,605207,NK,02282,27822,    57.0,Sands Of Forvie
W,605208,SE,74288,07931,     4.0,Sandtoft
W,605209,SP,02467,90678,   174.0,Sandwell Park Golf Course
W,605210,SE,16518,75512,   359.0,Sandy Hill
W,605211,SD,63345,04445,  8888.0,Sandy Lane Nm
W,605212,SJ,82993,63191,   103.0,Sandy Lane pil pri s2648 K Stevens
W,605213,NS,00358,47745,   224.0,Sannox
W,605214,SO,95483,03298,   199.0,Sapperton
W,605215,SJ,94839,07822,   154.0,Saredon Hill pil pri s1837 K Stevens
W,605216,SC,34932,99093,    39.0,Sartfield
W,605217,NG,72215,25953,    38.0,Sasunnaich pil pub s9403 T Courtney 05 04
W,605218,NS,48510,63305,    43.0,Saucel Hill
W,605219,NS,76073,88820,   266.0,Sauchie Crag
W,605220,NX,21218,97397,   294.0,Saugh Hill
W,605221,NY,56180,99030,   435.0,Saughtree Fell
W,605222,SD,78960,46778,   153.0,Sawley Grange Farm
W,605223,TL,14946,84168,    57.0,Sawtry Top Lodge
W,605224,HP,63121,16623,   285.0,Saxavord
W,605225,SE,99805,17228,   103.0,Saxby Wold
W,605226,NT,58121,61739,   535.0,Sayers Law S1663 Pri Pil Pass 02
W,605227,NY,21540,07217,   977.0,Sca Fell Pub Pil s1537 G Jones 05 04
W,605228,SS,22044,09984,   154.0,Scadghill Farm
W,605229,SX,88693,63277,   121.0,Scadson
W,605230,NB,14253,19841,   260.0,Scalaval
W,605231,NT,19167,61084,   579.0,Scald Law S1573 Pub Pil Pass 02
W,605232,NY,57839,43463,   259.0,Scales Moor
W,605233,HU,38932,57260,   281.0,Scalla Field
W,605234,ND,06607,26839,   627.0,Scaraben
W,605235,TA,34797,24274,    16.0,Scarborough Hill
W,605236,TA,16508,71313,   108.0,Scarborough Road Resr
W,605237,NY,22144,30784,    91.0,Scarness pil pri s5706 P Whittaker 08 04
W,605238,NA,96858,15829,   309.0,Scarp
W,605239,NJ,33563,31501,   606.0,Scaut Hill
W,605240,TR,17283,35565,    97.0,Scene Farm
W,605241,NY,44266,42629,   187.0,Sceugh Head
W,605242,NN,71395,54755,  1083.0,Schichallion
W,605243,SE,16202,26251,   176.0,Scholes
W,605244,SK,74588,81722,    90.0,Schrog Hill
W,605245,SX,62534,46733,   116.0,Scobbiscombe
W,605246,HU,25415,56271,   107.0,Scollan
W,605247,NO,67867,93949,   300.0,Scolty
W,605248,NO,15447,28830,   118.0,Scone Aerodrome
W,605249,HP,50988,03761,   113.0,Scordabach
W,605250,SE,30054,36382,   106.0,Scott Hall
W,605251,HU,38791,18803,   263.0,Scousburgh
W,605252,NS,73508,93127,   216.0,Scout Head
W,605253,SD,56433,82607,   285.0,Scout Hill
W,605254,HU,41790,36148,   216.0,Scrae Field
W,605255,SD,75377,48078,   306.0,Scridles
W,605257,NO,15581,41896,    83.0,Scroggiehill S9400 Pub Pil Pass 02
W,605258,TF,40796,82175,    18.0,Scrub Lane
W,605259,TQ,59004,67570,   110.0,Scudders Hill
W,605260,SJ,84010,43251,   162.0,Seabridge pub pil S2670 K Stevens
W,605261,TV,49377,97824,    87.0,Seaford Head
W,605262,NY,03572,01763,    41.0,Seascale
W,605263,NT,03593,51891,   362.0,Seat Hill
W,605264,NY,13961,08402,   692.0,Seatallan
W,605265,SP,16296,37175,   192.0,Sedgecombe Farm
W,605266,NX,90292,77957,   240.0,See Morris Hill
W,605267,NT,53387,72887,    83.0,Seggarsdean
W,605268,SJ,25587,34111,   372.0,Selattyn pil pri S3122 K Stevens 10 04
W,605269,SD,07633,88534,    17.0,Selker Point
W,605270,NT,49128,27609,   296.0,Selkirk Common
W,605271,NT,48033,44470,   424.0,Sell Moor
W,605272,SD,60277,77252,   117.0,Sellet Hall
W,605273,TR,09435,39307,    86.0,Sellindge
W,605274,TQ,34759,61831,   164.0,Selsdon Park
W,605275,SZ,86828,95746,     8.0,Selsey S1935 Pub Pil Pass 02
W,605276,SS,91886,47988,   309.0,Selworthy Bcn S3944 Pub Pil Pass 02
W,605277,SE,86671,70586,   199.0,Settrington
W,605278,SP,93135,74712,    93.0,Seventy Acre Farm
W,605279,TL,92180,38000,    71.0,Severalls Farm
W,605280,SK,63531,42520,    21.0,Sewage Farm S6159 T Courtney
W,605281,NY,80021,70047,   326.0,Sewingshields Crags
W,605282,SY,84805,85704,    59.0,Sexys Farm
W,605283,NN,59881,73129,   992.0,Sgairneach Moor
W,605284,NR,40623,76627,   365.0,Sgarbh Breac
W,605285,NR,37041,75427,   295.0,Sgarbh Dubh
W,605286,NO,03377,92098,   742.0,Sgor Dubh
W,605287,NN,14043,58305,   967.0,Sgor Nam Fiannaidh
W,605288,NG,65167,13208,   299.0,Sgorach Breac
W,605289,NR,74114,29561,   397.0,Sgreadan Hill
W,605290,NC,31930,71352,   371.0,Sgribhis-Bheinn
W,605291,NG,97704,30367,   879.0,Sguman Coinntich
W,605292,NM,83358,50301,   569.0,Sgurr A' Bhuic
W,605293,NH,08750,44736,  1053.0,Sgurr A' Chaorachain
W,605294,NH,25883,43018,  1084.0,Sgurr A Choire Ghlais
W,605295,NG,94020,22711,   841.0,Sgurr An Airgid
W,605296,NM,98739,97981,   902.0,Sgurr An Fhuarain
W,605297,NM,88958,67885,   888.0,Sgurr Dhomhnuill
W,605298,NH,35405,59273,   581.0,Sgurr Marcasaidh
W,605299,NG,87172,08138,   614.0,Sgurr Mor
W,605300,NG,87011,52655,   687.0,Sgurr Na Bana Mhoraire
W,605301,NM,90217,96683,  1040.0,Sgurr Na Ciche
W,605302,NG,76245,22258,   739.0,Sgurr Na Coinnich
W,605303,NM,99637,65845,   730.0,Sgurr Na H-Eanchainne
W,605304,NH,16087,35122,  1152.0,Sgurr Na Lapaich
W,605305,NH,18437,71489,  1093.0,Sgurr Nan Clach Geala
W,605306,NM,90290,88012,   956.0,Sgurr Nan Coireachan
W,605307,NG,93080,04493,   895.0,Sgurr Nan Eugallt
W,605308,NY,90865,17059,   454.0,Shacklesborough
W,605309,SD,70185,26766,   198.0,Shadsworth Road rem  I Smith 11 04
W,605310,SO,20124,86555,   496.0,Shadwell Hill
W,605311,NZ,05103,81887,   213.0,Shaftoe Crags Pil S3707 G Jones 12 02
W,605312,TR,30006,39489,  8888.0,Shakespeare Cliff Nm
W,605313,NX,40461,90701,   770.0,Shalloch On Minnoch
W,605314,TF,82855,38638,    67.0,Shammer House
W,605315,NO,01620,31154,   185.0,Shannoch
W,605316,ST,38673,38155,    98.0,Shapwick
W,605317,SY,30386,93151,   182.0,Shapwick Hill
W,605318,SE,39221,18351,    85.0,Sharlston
W,605319,SD,95948,55270,   357.0,Sharpah
W,605320,TQ,13805,28189,    86.0,Sharpenhurst Hill Resr
W,605321,SU,36178,25690,    67.0,Sharpes Farm
W,605322,SX,55893,63212,   305.0,Shaugh Moor
W,605323,NT,67327,09517,   301.0,Shaw Craig
W,605324,NY,01919,81756,   203.0,Shaws Hill
W,605325,NC,94726,58779,   231.0,Shean Harry
W,605326,NF,76663,27057,   223.0,Sheaval
W,605327,NR,99894,32817,   374.0,Sheeans
W,605328,SK,11055,62539,   380.0,Sheen Hill S4150 T Courtney
W,605329,SE,67528,65704,    74.0,Sheepclose Farm
W,605330,ST,49678,77693,     8.0,Sheephouse Farm
W,605331,SD,89427,37314,   338.0,Shelfield Farm
W,605332,TQ,18514,13613,    33.0,Shelleys
W,605333,TQ,20363,45817,    83.0,Shellwood
W,605334,SJ,86969,48499,  8888.0,Shelton Bar pil pub 11556 K Stevens 03 04
W,605335,SJ,36901,23712,   132.0,Shelvock pil pub s3224 K Stevens 05 04
W,605336,SP,01622,81035,   201.0,Shendley Hill Farm
W,605337,SP,35536,42723,   228.0,Shenlow Hill
W,605338,TF,31798,12123,     2.0,Shepeau
W,605339,SZ,43750,92200,    42.0,Shepherds Hill
W,605340,NU,04558,38341,   202.0,Shepherdskirk Hill
W,605341,NS,68221,53100,   219.0,Sheriff Faulds
W,605342,SP,01607,48243,   123.0,Sheriffs Lench Farm
W,605343,NY,55775,21241,   254.0,Sheriffs Park
W,605344,SP,88566,47713,    96.0,Sherington
W,605345,NS,78698,16704,   486.0,Shiel Hill
W,605346,NX,41767,94529,   506.0,Shiel Hill
W,605347,NK,07799,52585,    45.0,Shielhill
W,605348,NT,94397,15311,   529.0,Shill Moor
W,605349,NT,87310,09677,   501.0,Shillhope Law
W,605350,ST,82361,09456,   224.0,Shilling Stone Hill
W,605351,SS,75983,45918,   405.0,Shilstone Hill
W,605352,TF,78035,06288,    44.0,Shingham Heath
W,605353,SJ,99463,73739,   559.0,Shining Tor pil pub S2773 T Courtney
W,605354,SY,50741,92139,   170.0,Shipton Hill
W,605355,SU,72344,95241,   255.0,Shirburn Hill S2025 Pub Pil Jd 02
W,605356,SK,34976,89676,   175.0,Shirecliffe Gunsite
W,605357,ST,53924,76859,    61.0,Shirehampton Golf Course
W,605358,NU,10052,03917,   308.0,Shirlah Pike
W,605359,SO,65360,97318,   203.0,Shirlett Common
W,605360,SO,37866,64011,   305.0,Shobdon Hill
W,605361,HU,30117,41634,    86.0,Shoostran
W,605362,SU,31398,21945,    79.0,Shootash
W,605363,NH,74992,65702,     5.0,Shoremill
W,605364,NT,93550,46271,    92.0,Shoreswood
W,605365,SJ,79646,36529,   163.0,Shortwood pil pub s1991 K Stevens 06 04
W,605366,TM,23315,36487,    27.0,Shotley Hall Farm
W,605367,NS,88002,61332,   250.0,Shotts Resr
W,605368,SS,70674,39168,   474.0,Shoulsbarrow Common
W,605369,SJ,40235,15174,    97.0,Shrawardine Resr
W,605370,SJ,65929,19544,    79.0,Shray Hill
W,605371,SU,93016,02298,     4.0,Shripney Bersted
W,605372,SJ,59589,42712,    98.0,Shropshire Bank pub pil S4742 K Stevens
W,605373,TR,00158,71680,    61.0,Shurland S1844 Pub Pil Pass 02
W,605374,SY,25592,97803,   164.0,Shute Hill
W,605375,SJ,97645,69574,   506.0,Shutlingsloe pub pil S2760 T Courtney
W,605376,SO,50028,64933,   114.0,Shuttocks Hill
W,605377,SH,99585,31382,   649.0,Sian Llwyd
W,605378,SU,21209,50811,   188.0,Sidbury
W,605379,NS,33845,69592,   175.0,Side Hill
W,605380,SS,96968,72253,    97.0,Sigingstone Resr
W,605381,SU,18516,46883,   143.0,Silk Hill
W,605382,NJ,51069,52565,   229.0,Sillyearn Wood
W,605383,TF,29404,47393,     6.0,Silt Lane Farm
W,605384,TQ,74267,25762,   118.0,Silver Hill
W,605385,NR,89369,84568,    59.0,Silvercraigs
W,605386,SP,67070,42436,   152.0,Silverstone
W,605387,SE,83122,98196,   260.0,Simon Howe S4370 T Courtney
W,605388,SE,07891,59808,   485.0,Simons Seat
W,605389,NX,22770,51772,    76.0,Sinniness
W,605390,SO,85437,63317,    70.0,Sinton Farm
W,605391,SK,21538,77891,   429.0,Sir William Hill pil pri S4148 T Courtney
W,605392,TL,24841,25147,   136.0,Sish Lane
W,605393,NZ,69893,10942,   268.0,Siss Cross
W,605394,NG,78445,62270,   223.0,Sithean A'mhill
W,605395,ND,18373,43738,   190.0,Sithean Mor
W,605396,NM,72886,86598,   600.0,Sithean Mor
W,605397,NG,81136,71537,   225.0,Sithean Mor pub pil s9508 JD
W,605398,SK,64115,21049,   134.0,Six Hills S4907 T Courtney
W,605399,SK,75369,02021,   204.0,Skeffington
W,605400,HU,35347,88123,   197.0,Skelberry
W,605401,NT,44159,03099,   532.0,Skelfhill Pen
W,605402,NJ,98605,41438,   149.0,Skelmuir Hill
W,605403,SO,48315,18353,   235.0,Skenchill
W,605404,SS,80640,78603,    28.0,Sker Farm
W,605405,NT,50730,76437,   186.0,Skid Hill
W,605406,NY,26041,29086,   931.0,Skiddaw Pub Pil s1543 I Smith 10 04
W,605407,SP,09396,67232,   164.0,Skilts
W,605408,SU,45141,65154,   125.0,Skinners Green Farm
W,605409,SE,63357,90737,   297.0,Skiplam
W,605410,NR,90530,60072,   255.0,Skipness Hill
W,605411,TL,63188,49931,   122.0,Skippers Hall
W,605412,TA,19170,52214,    22.0,Skirlington
W,605413,SO,33113,18277,   487.0,Skirrid Fawr
W,605414,SK,31239,36851,   112.0,Skitteridge Wood
W,605415,SM,72693,09459,    79.0,Skomer Island
W,605416,NG,34376,26722,   446.0,Skridan
W,605417,SM,96586,30430,   232.0,Skybir Mountain
W,605418,SD,95993,05807,   303.0,Slack Hall
W,605419,SK,87044,66508,    35.0,Slacks Hill
W,605420,NJ,85003,46320,   122.0,Slacks Of Cairnbanno
W,605421,SP,78314,94098,   131.0,Slawston Hill
W,605422,SO,82035,34097,    44.0,Sledge Green
W,605423,NZ,85480,04872,   289.0,Sleights Moor
W,605424,NC,92933,46528,   280.0,Sletill Hill
W,605425,NR,81876,74228,   562.0,Sliabh Gaoil
W,605426,NX,15681,70659,   214.0,Slickconerie
W,605427,SC,34085,88359,   488.0,Slieau Freoaghane
W,605428,SC,32822,82347,   479.0,Slieau Ruy
W,605429,NH,00498,68873,   980.0,Slioch
W,605430,SK,22701,56897,   368.0,Slipper Low
W,605431,TM,03891,54521,    79.0,Sloe Farm
W,605432,NX,63825,67752,   256.0,Slogarie
W,605433,NS,84743,17334,   433.0,Slough Hill
W,605434,NT,63548,34526,   207.0,Smailholm
W,605435,ST,66517,40609,   222.0,Small Down Knoll
W,605436,SK,44548,86376,   101.0,Smallage
W,605437,SK,41588,45454,   146.0,Smalley Road
W,605438,TQ,51345,42253,   103.0,Smarts Hill
W,605439,SD,80248,67805,   363.0,Smearsett Scar
W,605440,NZ,35270,04183,    65.0,Smeaton Farm
W,605441,SC,39770,88086,   621.0,Snaefell
W,605442,SE,13198,03311,   476.0,Snailsden
W,605443,SE,30863,50058,   159.0,Snape
W,605444,TM,00212,90838,    47.0,Snetterton
W,605445,TF,71860,34372,    66.0,Snettisham Resr
W,605446,HU,38890,62970,   219.0,Sneugie
W,605447,TL,61083,26061,    93.0,Snow Hill
W,605448,ST,30839,09124,   219.0,Snowdon Hill
W,605449,SH,60986,54375,  1086.0,Snowdon Summit Pub Pil 10684 T Courtney
W,605450,SP,38515,66341,   104.0,Snowford
W,605451,SK,63919,06648,   109.0,Snows Lodge
W,605452,SN,98144,32313,   377.0,Soar
W,605453,NG,46207,15493,   142.0,Soay
W,605454,SE,92860,38737,   145.0,Sober Hill
W,605455,SU,60724,13799,    73.0,Soberton Heath
W,605456,TQ,69760,23506,    94.0,Socknersh Manor
W,605457,SE,07696,31265,   403.0,Soil Hill
W,605458,SE,07858,31456,   399.0,Soil Hill Connecting Point
W,605459,TQ,64446,10143,    26.0,Solar 11666 Pri Pil Pass 02
W,605460,SK,09794,52505,   355.0,Soles Hill pil pri s4173 K Stevens 05 04
W,605461,ST,76784,67788,   188.0,Solsbury Hill Pub Pil Int 02
W,605462,SM,80219,24850,    95.0,Solva
W,605463,SK,95322,58639,    16.0,Somerton Castle
W,605464,ND,15719,61979,   110.0,Sordale Hill
W,605465,NS,54078,26693,   171.0,Sorn Castle Golf Course
W,605466,NM,86827,28181,   149.0,Soroba
W,605467,SK,13330,70896,   439.0,Sough Top S4146 T Courtney
W,605468,SX,54324,89818,   440.0,Sourton Tors
W,605469,SZ,01239,77631,   125.0,South Barn
W,605470,SC,25768,75920,   484.0,South Barrule
W,605471,SZ,17389,95111,    10.0,South Bockhampton
W,605472,TL,84756,98924,    45.0,South Bodney
W,605473,SK,95826,76166,    70.0,South Carlton
W,605474,NF,74948,71650,   133.0,South Clettraval
W,605475,SK,68937,10648,   126.0,South Croxton
W,605476,TF,24940,43563,     8.0,South Forty
W,605477,TQ,74227,97243,    79.0,South Hanningfield
W,605478,TQ,45912,02396,    74.0,South Heighton
W,605479,SU,44072,19974,    35.0,South Hill
W,605480,SX,65576,48653,   145.0,South Langston
W,605481,NS,53750,74071,   106.0,South Mains
W,605482,SE,15629,00319,   461.0,South Nab
W,605483,NS,42450,40186,    82.0,South Onthank
W,605484,NO,42395,34911,   151.0,South Pourie
W,605485,ND,45541,88650,   119.0,South Ronaldsay
W,605486,SE,82091,56974,   246.0,South Wold
W,605487,NT,63488,09377,   300.0,Southdean Law
W,605488,ST,91480,47540,  8888.0,Southdown Nm
W,605489,SU,75554,90023,   188.0,Southend
W,605490,SP,91945,16599,   140.0,Southend Hill
W,605491,HU,39642,66730,   246.0,Souther Hill
W,605492,NX,97131,54242,    15.0,Southerness
W,605493,SD,12465,80425,    16.0,Southfield Bank
W,605494,TQ,48414,00641,    53.0,Southlands
W,605495,SY,78924,92254,    95.0,Southover Heath
W,605496,SE,10855,23577,   247.0,Southowram
W,605497,NT,45941,59074,   369.0,Soutra Hill
W,605498,SP,99622,95260,    85.0,Spa Farm
W,605499,TR,09513,35520,   106.0,Sparrow Court
W,605500,NT,65323,65546,   468.0,Spartleton Mh
W,605501,SE,70179,94913,   346.0,Spaunton
W,605502,NM,49940,49829,   445.0,Speinne Mor
W,605503,NG,36995,31380,   196.0,Speireag
W,605504,ST,91437,01894,    81.0,Spettisbury Ring
W,605505,SD,74788,51887,   283.0,Spion Kop
W,605506,SD,68013,46655,   294.0,Spire Farm
W,605507,ND,16777,55643,   176.0,Spital Hill
W,605508,SK,33858,66566,   318.0,Spitewinter
W,605509,NS,67194,59423,    74.0,Spittal Hill
W,605510,NY,18149,68445,    50.0,Spittalridding Hill
W,605511,SJ,97001,80294,   411.0,Sponds Hill pil pri s2755 K Stevens
